gvkey,fqtr,fyearq,datadate,tic,atq,dlcq,piq,tcorq
014253,1,2020,2020/03/31,WABC,5628.1260,52.6640,22.2330,51.6390
014253,2,2020,2020/06/30,WABC,6463.8890,86.1700,25.9040,51.0220
014253,3,2020,2020/09/30,WABC,6563.2150,107.9730,26.7720,51.8410
014253,4,2020,2020/12/31,WABC,6747.9310,102.5450,31.8940,56.9200
014253,1,2021,2021/03/31,WABC,6912.4810,95.4790,27.1240,52.5050
014253,2,2021,2021/06/30,WABC,7147.7790,90.0430,30.5330,55.2740
014253,3,2021,2021/09/30,WABC,7403.5730,119.1020,29.9030,55.0920
014253,4,2021,2021/12/31,WABC,7461.0260,146.2460,29.4670,53.8830
014253,1,2022,2022/03/31,WABC,7306.4170,124.4420,29.9800,55.3350
014275,1,2020,2020/03/31,FRC,123914.9290,0.0000,271.7890,1117.5370
014275,2,2020,2020/06/30,FRC,128303.8870,5.0000,318.4060,1073.4640
014275,3,2020,2020/09/30,FRC,133225.7710,5.0000,364.5150,1133.3640
014275,4,2020,2020/12/31,FRC,142502.1340,5155.0000,379.2550,1178.7010
014275,1,2021,2021/03/31,FRC,155797.9600,0.0000,428.8450,1217.1600
014275,2,2021,2021/06/30,FRC,161646.7340,0.0000,451.5650,1303.2840
014275,3,2021,2021/09/30,FRC,172570.5030,0.0000,470.0860,1365.8900
014275,4,2021,2021/12/31,FRC,181087.0000,0.0000,477.5040,1417.6660
014275,1,2022,2022/03/31,FRC,187121.0000,0.0000,520.0000,1440.0000
014275,2,2022,2022/06/30,FRC,197908.0000,6300.0000,565.0000,1579.0000
014802,2,2020,2020/03/31,NABZY,569054.8720,18685.1220,1097.4650,9060.0660
014802,3,2020,2020/06/30,NABZY,,,,
014802,4,2020,2020/09/30,NABZY,621198.3680,18012.3260,2603.6390,9932.9130
014802,1,2021,2020/12/31,NABZY,,,,
014802,2,2021,2021/03/31,NABZY,663321.8920,26007.0420,3440.0040,8074.1160
014802,3,2021,2021/06/30,NABZY,,,,
014802,4,2021,2021/09/30,NABZY,670730.6800,23474.2120,3128.4580,7115.6340
014802,1,2022,2021/12/31,NABZY,,,,
014802,2,2022,2022/03/31,NABZY,732143.7180,26143.7030,3751.9630,8244.4160
015149,1,2020,2020/03/31,MCBK,420.7380,0.0000,,
015149,2,2020,2020/06/30,MCBK,431.8720,0.0000,,
015149,3,2020,2020/09/30,MCBK,436.8810,0.0000,,
015149,4,2020,2020/12/31,MCBK,450.3390,14.2000,8.1440,21.6900
015149,1,2021,2021/03/31,MCBK,473.3920,0.0000,,
015149,2,2021,2021/06/30,MCBK,491.2880,0.0000,,
015149,3,2021,2021/09/30,MCBK,520.3320,0.0000,,
015149,4,2021,2021/12/31,MCBK,532.7160,5.0000,8.8850,21.8700
015181,1,2020,2020/03/31,BBVA,803176.6390,0.0000,887.8730,9541.3370
015181,2,2020,2020/06/30,BBVA,848377.4560,0.0000,1089.5110,8403.6740
015181,3,2020,2020/09/30,BBVA,853695.1860,0.0000,2310.9720,9240.0190
015181,4,2020,2020/12/31,BBVA,887376.2440,14271.7710,2037.5100,10397.6990
015181,1,2021,2021/03/31,BBVA,844735.1180,0.0000,2063.4070,9021.2440
015181,2,2021,2021/06/30,BBVA,768532.1170,15303.7930,1362.0720,9482.7470
015181,3,2021,2021/09/30,BBVA,755520.8760,0.0000,2587.7750,9006.5220
015181,4,2021,2021/12/31,BBVA,753916.1600,11889.6040,2228.9450,9117.0620
015181,1,2022,2022/03/31,BBVA,750776.9010,0.0000,,
015199,1,2020,2020/03/31,SRCE,6735.1180,282.8450,21.5780,92.0280
015199,2,2020,2020/06/30,SRCE,7365.1460,177.0190,24.0420,89.0920
015199,3,2020,2020/09/30,SRCE,7290.9490,165.5740,26.5630,90.9580
015199,4,2020,2020/12/31,SRCE,7316.4110,153.8090,34.1580,94.5630
015199,1,2021,2021/03/31,SRCE,7511.9310,180.6010,36.7430,88.1610
015199,2,2021,2021/06/30,SRCE,7718.6940,172.3440,39.6600,87.3480
015199,3,2021,2021/09/30,SRCE,7964.0920,215.6650,42.2160,92.2260
015199,4,2021,2021/12/31,SRCE,8096.2890,205.3170,36.2660,87.8090
015199,1,2022,2022/03/31,SRCE,8012.4630,199.1580,35.1940,85.1940
015362,2,2020,2020/03/31,WBK,593613.7920,,1340.3920,10048.3370
015362,3,2020,2020/06/30,WBK,,,,
015362,4,2020,2020/09/30,WBK,653729.8030,,1717.6940,11895.9170
015362,1,2021,2020/12/31,WBK,,,,
015362,2,2021,2021/03/31,WBK,676934.2640,,3851.7390,10039.9420
015362,3,2021,2021/06/30,WBK,,,,
015362,4,2021,2021/09/30,WBK,677908.3260,14193.7600,2306.0130,8783.9040
015362,1,2022,2021/12/31,WBK,,,,
015362,2,2022,2022/03/31,WBK,723795.7690,,3539.6440,9101.1920
015363,1,2020,2020/03/31,TCF,48594.3830,3482.5350,66.9020,632.3550
015363,2,2020,2020/06/30,TCF,50062.4600,2772.9980,32.4460,571.4160
015363,3,2020,2020/09/30,TCF,47565.7890,655.4610,52.8730,536.9340
015363,4,2020,2020/12/31,TCF,47802.4870,774.9810,117.7210,538.6820
015363,1,2021,2021/03/31,TCF,49459.5510,1426.0830,144.6490,537.6840
015509,1,2020,2020/03/31,HSBC,2917810.0000,,3229.0000,
015509,2,2020,2020/06/30,HSBC,2922798.0000,112799.0000,1089.0000,34690.0000
015509,3,2020,2020/09/30,HSBC,2955935.0000,,3074.0000,
015509,4,2020,2020/12/31,HSBC,2984164.0000,198613.0000,1385.0000,28809.0000
015509,1,2021,2021/03/31,HSBC,2958629.0000,,5779.0000,
015509,2,2021,2021/06/30,HSBC,2976005.0000,112798.0000,5060.0000,29432.0000
015509,3,2021,2021/09/30,HSBC,2968791.0000,121158.0000,5403.0000,
015509,4,2021,2021/12/31,HSBC,2957939.0000,196055.0000,2664.0000,28452.0000
015509,1,2022,2022/03/31,HSBC,3021512.0000,,4166.0000,
015532,1,2020,2020/03/31,BNPQY,2937536.2830,,,
015532,2,2020,2020/06/30,BNPQY,2951993.9490,580558.4640,5538.2500,39689.4770
015532,3,2020,2020/09/30,BNPQY,3047759.9450,,,
015532,4,2020,2020/12/31,BNPQY,2999592.2130,515009.6070,6301.0510,43913.6850
015532,1,2021,2021/03/31,BNPQY,3122418.3700,,,
015532,2,2021,2021/06/30,BNPQY,3167949.1220,,8320.0370,43104.8340
015532,3,2021,2021/09/30,BNPQY,3159237.3510,,,
015532,4,2021,2021/12/31,BNPQY,2996220.9190,511853.4400,6174.0420,35142.0390
015532,1,2022,2022/03/31,BNPQY,3178035.0820,,,
015552,1,2020,2020/03/31,DNKEY,590943.8570,40470.0940,-245.2130,3324.4630
015552,2,2020,2020/06/30,DNKEY,613047.8780,32771.0800,463.9210,3192.8650
015552,3,2020,2020/09/30,DNKEY,635428.8050,31758.5440,450.7890,3326.8430
015552,4,2020,2020/12/31,DNKEY,664684.1400,34159.5120,350.2000,3492.2770
015552,1,2021,2021/03/31,DNKEY,642662.7130,33916.1370,639.5220,3201.8710
015552,2,2021,2021/06/30,DNKEY,633815.1560,34323.8040,604.3400,3228.3920
015552,3,2021,2021/09/30,DNKEY,611577.5680,34343.6840,637.0250,2947.8400
015552,4,2021,2021/12/31,DNKEY,602027.9630,26458.5320,653.8250,2619.8290
015552,1,2022,2022/03/31,DNKEY,604832.6600,27695.4720,553.2050,3107.6190
015576,1,2020,2020/03/31,DB,1638703.4980,15244.3820,81.3150,9284.2050
015576,2,2020,2020/06/30,DB,1583815.5860,12464.1560,328.3420,9005.1860
015576,3,2020,2020/09/30,DB,1629289.9220,9654.6720,583.7570,9380.6030
015576,4,2020,2020/12/31,DB,1597089.4400,129143.8500,215.5880,8993.0260
015576,1,2021,2021/03/31,DB,1546254.7660,9090.4930,2235.9440,10595.2080
015576,2,2021,2021/06/30,DB,1565990.5000,7792.4020,1410.0750,9101.5920
015576,3,2021,2021/09/30,DB,1537542.7160,6032.9560,508.0860,8155.6390
015576,4,2021,2021/12/31,DB,1506621.0680,122352.3640,-152.9930,7625.3000
015576,1,2022,2022/03/31,DB,1494825.2240,5989.8450,1687.4210,9790.1530
015580,1,2020,2020/01/31,BMO,879720.0000,127570.0000,2013.0000,9810.0000
015580,2,2020,2020/04/30,BMO,987067.0000,136155.0000,827.0000,7910.0000
015580,3,2020,2020/07/31,BMO,973508.0000,130433.0000,1502.0000,9125.0000
015580,4,2020,2020/10/31,BMO,949261.0000,118034.0000,2006.0000,7561.0000
015580,1,2021,2021/01/31,BMO,973211.0000,134056.0000,2605.0000,8358.0000
015580,2,2021,2021/04/30,BMO,949839.0000,120243.0000,1890.0000,7411.0000
015580,3,2021,2021/07/31,BMO,971358.0000,121487.0000,2964.0000,8738.0000
015580,4,2021,2021/10/31,BMO,988175.0000,129629.0000,2799.0000,7665.0000
015580,1,2022,2022/01/31,BMO,1023172.0000,144739.0000,3895.0000,8772.0000
015580,2,2022,2022/04/30,BMO,1041565.0000,136114.0000,6363.0000,10853.0000
015581,1,2020,2020/01/31,CM,672118.0000,81890.0000,1529.0000,7265.0000
015581,2,2020,2020/04/30,CM,759136.0000,100646.0000,462.0000,6534.0000
015581,3,2020,2020/07/31,CM,768545.0000,89930.0000,1481.0000,5807.0000
015581,4,2020,2020/10/31,CM,769551.0000,95741.0000,1418.0000,5604.0000
015581,1,2021,2021/01/31,CM,782908.0000,103626.0000,2090.0000,5859.0000
015581,2,2021,2021/04/30,CM,782878.0000,94485.0000,2144.0000,5736.0000
015581,3,2021,2021/07/31,CM,806067.0000,93738.0000,2237.0000,5813.0000
015581,4,2021,2021/10/31,CM,837683.0000,105104.0000,1851.0000,5799.0000
015581,1,2022,2022/01/31,CM,861664.0000,103777.0000,2400.0000,6288.0000
015581,2,2022,2022/04/30,CM,894148.0000,97456.0000,1959.0000,6518.0000
015582,1,2020,2020/01/31,BNS,1154022.0000,146476.0000,2797.0000,11944.0000
015582,2,2020,2020/04/30,BNS,1247073.0000,167465.0000,1747.0000,11138.0000
015582,3,2020,2020/07/31,BNS,1169872.0000,138923.0000,1535.0000,10322.0000
015582,4,2020,2020/10/31,BNS,1136466.0000,139670.0000,2317.0000,9717.0000
015582,1,2021,2021/01/31,BNS,1164050.0000,143813.0000,3100.0000,10114.0000
015582,2,2021,2021/04/30,BNS,1125248.0000,119976.0000,3198.0000,9610.0000
015582,3,2021,2021/07/31,BNS,1163429.0000,115268.0000,3280.0000,9561.0000
015582,4,2021,2021/10/31,BNS,1184844.0000,126128.0000,3248.0000,9573.0000
015582,1,2022,2022/01/31,BNS,1245474.0000,126712.0000,3604.0000,10166.0000
015582,2,2022,2022/04/30,BNS,1288506.0000,136958.0000,3564.0000,10560.0000
015620,1,2020,2020/01/31,NTIOF,289191.0000,34317.0000,743.0000,3037.0000
015620,2,2020,2020/04/30,NTIOF,316950.0000,49766.0000,411.0000,2956.0000
015620,3,2020,2020/07/31,NTIOF,322453.0000,52487.0000,751.0000,2576.0000
015620,4,2020,2020/10/31,NTIOF,331625.0000,50227.0000,631.0000,2588.0000
015620,1,2021,2021/01/31,NTIOF,343637.0000,49555.0000,963.0000,2759.0000
015620,2,2021,2021/04/30,NTIOF,350742.0000,47343.0000,1034.0000,2726.0000
015620,3,2021,2021/07/31,NTIOF,354040.0000,45296.0000,1081.0000,2756.0000
015620,4,2021,2021/10/31,NTIOF,355795.0000,37559.0000,994.0000,2739.0000
015620,1,2022,2022/01/31,NTIOF,366888.0000,45833.0000,1191.0000,2968.0000
015620,2,2022,2022/04/30,NTIOF,369785.0000,45653.0000,1143.0000,2984.0000
015633,1,2020,2020/01/31,RY,1476304.0000,283291.0000,4425.0000,17842.0000
015633,2,2020,2020/04/30,RY,1675682.0000,312005.0000,1738.0000,14049.0000
015633,3,2020,2020/07/31,RY,1683134.0000,297030.0000,4080.0000,15726.0000
015633,4,2020,2020/10/31,RY,1624548.0000,298545.0000,4146.0000,13522.0000
015633,1,2021,2021/01/31,RY,1671151.0000,288478.0000,4885.0000,15109.0000
015633,2,2021,2021/04/30,RY,1615316.0000,273528.0000,5186.0000,13580.0000
015633,3,2021,2021/07/31,RY,1693540.0000,285175.0000,5572.0000,14693.0000
015633,4,2021,2021/10/31,RY,1706323.0000,280330.0000,4988.0000,14309.0000
015633,1,2022,2022/01/31,RY,1752469.0000,282187.0000,5384.0000,15158.0000
015633,2,2022,2022/04/30,RY,1848572.0000,299980.0000,5308.0000,13681.0000
015634,1,2020,2020/03/31,NWG,1017966.7800,0.0000,646.1550,4859.2350
015634,2,2020,2020/06/30,NWG,999087.4830,0.0000,-1599.5690,4026.0880
015634,3,2020,2020/09/30,NWG,1023646.6850,0.0000,416.7360,4285.9190
015634,4,2020,2020/12/31,NWG,1073556.5150,0.0000,65.3550,4443.6090
015634,1,2021,2021/03/31,NWG,1060443.4180,0.0000,1219.1760,4145.1980
015634,2,2021,2021/06/30,NWG,1071537.4840,0.0000,2156.4460,4303.2270
015634,3,2021,2021/09/30,NWG,1050830.9560,0.0000,1372.7100,4134.9250
015634,4,2021,2021/12/31,NWG,1058895.3670,0.0000,627.3650,3857.8870
015634,1,2022,2022/03/31,NWG,1032405.6710,0.0000,1636.5530,4508.7350
015679,1,2020,2020/03/31,UOVEY,301462.0300,4506.1090,739.8820,2557.2360
015679,2,2020,2020/06/30,UOVEY,308179.1650,10200.5700,622.3460,2377.3440
015679,3,2020,2020/09/30,UOVEY,,,,
015679,4,2020,2020/12/31,UOVEY,322599.2190,622.3170,1279.4440,4460.6870
015679,1,2021,2021/03/31,UOVEY,327707.1600,,,
015679,2,2021,2021/06/30,UOVEY,331988.9270,11610.1620,1817.1780,4290.1460
015679,3,2021,2021/09/30,UOVEY,311075.9080,,,
015679,4,2021,2021/12/31,UOVEY,340711.7370,1508.7590,1844.9370,4245.3940
015706,1,2020,2020/01/31,TD,1457429.0000,131401.0000,3648.0000,14243.0000
015706,2,2020,2020/04/30,TD,1673745.0000,169001.0000,1765.0000,13391.0000
015706,3,2020,2020/07/31,TD,1697305.0000,170153.0000,2693.0000,12222.0000
015706,4,2020,2020/10/31,TD,1715865.0000,192894.0000,4941.0000,13333.0000
015706,1,2021,2021/01/31,TD,1735595.0000,182841.0000,4104.0000,11761.0000
015706,2,2021,2021/04/30,TD,1669058.0000,154382.0000,4657.0000,11447.0000
015706,3,2021,2021/07/31,TD,1703093.0000,160802.0000,4467.0000,11318.0000
015706,4,2021,2021/10/31,TD,1728672.0000,149735.0000,4691.0000,11681.0000
015706,1,2022,2022/01/31,TD,1778588.0000,155454.0000,4717.0000,11986.0000
015706,2,2022,2022/04/30,TD,1825276.0000,143504.0000,4813.0000,12525.0000
015743,1,2020,2020/03/31,DBSDY,452241.2210,,,
015743,2,2020,2020/06/30,DBSDY,464982.4430,26020.7790,1992.7700,6607.4160
015743,3,2020,2020/09/30,DBSDY,467632.4670,,,
015743,4,2020,2020/12/31,DBSDY,485555.1030,23846.7650,2017.5510,5914.3780
015743,1,2021,2021/03/31,DBSDY,491178.1970,,,
015743,2,2021,2021/06/30,DBSDY,499531.4130,25472.4650,3140.6550,5969.7730
015743,3,2021,2021/09/30,DBSDY,498418.3680,,,
015743,4,2021,2021/12/31,DBSDY,508907.9440,28228.7760,2630.3110,5719.7710
015784,1,2020,2020/03/31,SCGLY,1656746.6580,153361.3630,,
015784,2,2020,2020/06/30,SCGLY,1635670.9790,10401.2410,-862.0810,23088.2320
015784,3,2020,2020/09/30,SCGLY,1728889.6900,156273.7030,,
015784,4,2020,2020/12/31,SCGLY,1762216.4730,10331.3630,2549.6210,27628.3840
015784,1,2021,2021/03/31,SCGLY,1764086.2250,161070.1610,,
015784,2,2021,2021/06/30,SCGLY,1769782.1930,14159.5950,3852.3300,26616.5290
015784,3,2021,2021/09/30,SCGLY,1769150.2910,154381.0960,,
015784,4,2021,2021/12/31,SCGLY,1665555.5130,11508.5990,5286.0820,26552.3110
015784,1,2022,2022/03/31,SCGLY,1787624.4600,150394.8850,,
015889,2,2020,2020/03/31,ANZBY,705441.7230,13357.2940,1603.5620,9490.7100
015889,3,2020,2020/06/30,ANZBY,,,,
015889,4,2020,2020/09/30,ANZBY,747164.2200,6553.4560,2350.5910,10591.1660
015889,1,2021,2020/12/31,ANZBY,,,,
015889,2,2021,2021/03/31,ANZBY,775020.0530,19849.2820,3330.4110,8569.5690
015889,3,2021,2021/06/30,ANZBY,,,,
015889,4,2021,2021/09/30,ANZBY,709041.1560,18604.3650,3142.4360,7937.0610
015889,1,2022,2021/12/31,ANZBY,,,,
015889,2,2022,2022/03/31,ANZBY,763267.5310,23898.9770,3777.4710,9114.6970
015929,1,2020,2020/03/31,LYG,1072794.0900,0.0000,92.1300,
015929,2,2020,2020/06/30,LYG,1080941.1710,0.0000,-837.5260,11036.0780
015929,3,2020,2020/09/30,LYG,1123639.4960,0.0000,1306.6450,
015929,4,2020,2020/12/31,LYG,1169940.0130,0.0000,1085.0240,14051.4550
015929,1,2021,2021/03/31,LYG,1197872.7940,0.0000,2614.6850,
015929,2,2021,2021/06/30,LYG,1214935.7160,0.0000,2778.5110,14156.2750
015929,3,2021,2021/09/30,LYG,1190872.3490,0.0000,2618.8910,
015929,4,2021,2021/12/31,LYG,1200443.5030,42146.3630,1333.9110,13218.2100
015929,1,2022,2022/03/31,LYG,1196030.6880,61150.5400,2133.4340,
016245,1,2020,2020/03/31,PBCT,60433.3000,1421.1000,166.2000,622.9000
016245,2,2020,2020/06/30,PBCT,61509.7000,492.1000,110.4000,547.2000
016245,3,2020,2020/09/30,PBCT,60871.2000,657.5000,172.1000,537.9000
016245,4,2020,2020/12/31,PBCT,63091.8000,1134.8000,-100.1000,599.7000
016245,1,2021,2021/03/31,PBCT,64172.5000,586.2000,182.2000,511.6000
016245,2,2021,2021/06/30,PBCT,63340.7000,382.5000,215.7000,505.3000
016245,3,2021,2021/09/30,PBCT,63672.6000,407.8000,169.4000,494.2000
016245,4,2021,2021/12/31,PBCT,64642.4000,946.4000,189.9000,483.8000
016271,1,2020,2020/03/31,SABK,744.8430,,,
016271,2,2020,2020/06/30,SABK,923.9180,,,
016271,3,2020,2020/09/30,SABK,935.3060,,,
016271,4,2020,2020/12/31,SABK,946.5410,0.0000,8.8280,40.5140
016271,1,2021,2021/03/31,SABK,1036.6650,0.0000,4.4920,11.9200
016271,2,2021,2021/06/30,SABK,1145.8340,0.0000,3.1120,11.6710
016271,3,2021,2021/09/30,SABK,1164.5150,0.0000,3.2230,11.5250
016271,4,2021,2021/12/31,SABK,1231.9530,0.0000,2.7540,11.5870
016271,1,2022,2022/03/31,SABK,1296.1320,0.0000,2.4080,11.7710
016305,1,2020,2020/03/31,AGRPY,,,,
016305,2,2020,2020/06/30,AGRPY,90283.5040,0.0000,84.2130,3766.0610
016305,3,2020,2020/09/30,AGRPY,,,,
016305,4,2020,2020/12/31,AGRPY,100313.6230,0.0000,597.4860,4480.1080
016305,1,2021,2021/03/31,AGRPY,,,,
016305,2,2021,2021/06/30,AGRPY,110738.4780,0.0000,860.4550,4090.0510
016305,3,2021,2021/09/30,AGRPY,,,,
016305,4,2021,2021/12/31,AGRPY,102810.6910,0.0000,814.0070,3555.6820
016348,1,2020,2020/03/31,ISNPY,931718.2180,166481.6640,1718.6050,5767.8770
016348,2,2020,2020/06/30,ISNPY,966349.7130,172232.6970,634.6730,4096.5320
016348,3,2020,2020/09/30,ISNPY,1170547.3880,204265.2440,4875.3970,9705.6180
016348,4,2020,2020/12/31,ISNPY,1208536.8790,13272.5050,-4567.1840,4402.6890
016348,1,2021,2021/03/31,ISNPY,1174461.2190,198418.0620,2642.0530,7055.2550
016348,2,2021,2021/06/30,ISNPY,1253987.3460,206996.6320,1759.2540,6245.8960
016348,3,2021,2021/09/30,ISNPY,1241847.8720,202248.3470,1577.1730,5988.0830
016348,4,2021,2021/12/31,ISNPY,1215804.6070,16890.4250,-85.9950,4993.8080
016348,1,2022,2022/03/31,ISNPY,1192241.3880,180882.8870,1831.8350,6206.4650
016549,1,2020,2020/03/31,SFBS,9364.8820,543.6230,42.8100,103.4410
016549,2,2020,2020/06/30,SFBS,11012.1950,635.6060,51.1680,102.1130
016549,3,2020,2020/09/30,SFBS,11394.8740,669.3500,54.3970,104.2820
016549,4,2020,2020/12/31,SFBS,11932.6540,851.5450,65.8330,109.3020
016549,1,2021,2021/03/31,SFBS,12647.3740,911.5580,64.4630,108.8590
016549,2,2021,2021/06/30,SFBS,13207.3190,1059.4740,63.3050,111.6970
016549,3,2021,2021/09/30,SFBS,14602.2280,1286.7560,64.0060,112.2620
016549,4,2021,2021/12/31,SFBS,15448.8060,1711.7770,61.5750,116.3190
016549,1,2022,2022/03/31,SFBS,15339.4190,1639.2380,71.0900,124.4710
016668,1,2020,2020/03/31,AROW,3291.3320,57.9090,10.1740,36.2940
016668,2,2020,2020/06/30,AROW,3547.1770,47.5990,11.7210,35.2720
016668,3,2020,2020/09/30,AROW,3777.6840,73.9490,13.8390,36.0650
016668,4,2020,2020/12/31,AROW,3688.6360,17.4860,16.1290,37.3870
016668,1,2021,2021/03/31,AROW,3903.7110,6.7950,16.7330,36.1420
016668,2,2021,2021/06/30,AROW,3896.1910,3.0920,17.4880,37.9770
016668,3,2021,2021/09/30,AROW,4071.1040,2.4260,16.8100,37.6070
016668,4,2021,2021/12/31,AROW,4027.9520,5.0000,13.3730,36.0820
016668,1,2022,2022/03/31,AROW,4156.4020,0.0000,16.2730,36.9790
016689,3,2020,2020/03/31,NBN,1231.4580,0.0000,3.6120,21.8610
016689,4,2020,2020/06/30,NBN,1257.6350,0.0000,16.1230,31.6100
016689,1,2021,2020/09/30,NBN,1256.7800,0.0000,11.0990,24.8990
016689,2,2021,2020/12/31,NBN,1234.0920,0.0000,11.0920,24.8680
016689,3,2021,2021/03/31,NBN,1714.7190,0.0000,48.6460,60.7290
016689,4,2021,2021/06/30,NBN,2174.4020,0.0000,30.2520,39.7660
016689,1,2022,2021/09/30,NBN,1382.5470,0.0000,14.0860,28.6810
016689,2,2022,2021/12/31,NBN,1459.9550,0.0000,16.4290,27.9350
016689,3,2022,2022/03/31,NBN,1566.1160,0.0000,15.2470,27.6780
016698,1,2020,2020/03/31,BMTC,4923.0330,174.1150,-14.1200,64.4070
016698,2,2020,2020/06/30,BMTC,5271.3110,38.4320,19.0130,64.1870
016698,3,2020,2020/09/30,BMTC,5046.9390,47.8980,16.8330,60.6410
016698,4,2020,2020/12/31,BMTC,5432.0220,116.2430,19.6280,60.4170
016698,1,2021,2021/03/31,BMTC,4914.5080,99.9680,22.1650,57.4910
016698,2,2021,2021/06/30,BMTC,4958.7000,61.5290,27.3190,58.6160
016698,3,2021,2021/09/30,BMTC,4879.0790,121.9650,23.8200,59.1790
016705,1,2020,2020/03/31,CPF,6108.5480,222.0000,11.1470,62.7000
016705,2,2020,2020/06/30,CPF,6632.9720,0.0000,12.8840,63.6420
016705,3,2020,2020/09/30,CPF,6648.1420,206.0000,9.0590,63.6680
016705,4,2020,2020/12/31,CPF,6594.5830,22.0000,15.9430,67.8070
016705,1,2021,2021/03/31,CPF,6979.2650,0.0000,23.4900,62.4920
016705,2,2021,2021/06/30,CPF,7178.4810,0.0000,24.6010,64.4390
016705,3,2021,2021/09/30,CPF,7298.2310,0.0000,27.6290,68.1220
016705,4,2021,2021/12/31,CPF,7419.0890,0.0000,29.9320,66.6190
016705,1,2022,2022/03/31,CPF,7298.8190,0.0000,25.4760,62.4370
016748,1,2020,2020/03/31,CNBKA,5562.2860,219.9950,10.2630,44.1050
016748,2,2020,2020/06/30,CNBKA,5946.9940,204.9720,11.1170,40.1610
016748,3,2020,2020/09/30,CNBKA,6295.4260,231.0300,12.4330,40.6730
016748,4,2020,2020/12/31,CNBKA,6358.8340,299.5900,12.8030,43.1970
016748,1,2021,2021/03/31,CNBKA,7289.3240,228.7550,12.4490,39.7340
016748,2,2021,2021/06/30,CNBKA,7264.0140,248.3020,13.0850,39.7760
016748,3,2021,2021/09/30,CNBKA,7129.5620,269.9610,14.0130,39.4370
016777,1,2020,2020/03/31,FBNC,6376.0580,0.0000,22.7980,75.7380
016777,2,2020,2020/06/30,FBNC,6888.5950,0.0000,20.6180,75.8090
016777,3,2020,2020/09/30,FBNC,7064.2680,0.0000,29.6260,80.1400
016777,4,2020,2020/12/31,FBNC,7289.7510,61.8290,30.0890,79.3190
016777,1,2021,2021/03/31,FBNC,7736.3940,0.0000,35.8420,78.6780
016777,2,2021,2021/06/30,FBNC,8200.5820,0.0000,37.2090,82.5130
016777,3,2021,2021/09/30,FBNC,8489.3660,0.0000,34.5980,77.0650
016777,4,2021,2021/12/31,FBNC,10508.9010,0.1340,12.6700,92.5100
016777,1,2022,2022/03/31,FBNC,10652.0600,0.0000,42.6640,98.3600
016781,1,2020,2020/03/31,CHCO,5088.4490,234.1470,36.3220,83.9030
016781,2,2020,2020/06/30,CHCO,5528.7720,282.6760,22.9810,58.7050
016781,3,2020,2020/09/30,CHCO,5511.2880,279.8660,25.2220,59.7530
016781,4,2020,2020/12/31,CHCO,5758.6400,295.9560,26.7870,59.3790
016781,1,2021,2021/03/31,CHCO,5894.3700,316.0030,24.8010,57.3350
016781,2,2021,2021/06/30,CHCO,5904.0550,311.3160,27.7880,57.5080
016781,3,2021,2021/09/30,CHCO,5951.9130,296.6420,28.9820,59.4120
016781,4,2021,2021/12/31,CHCO,6003.6950,312.4580,29.6230,60.0370
016781,1,2022,2022/03/31,CHCO,6011.7670,288.4830,26.5930,57.7220
016790,1,2020,2020/03/31,CBU,11808.9830,204.9910,49.4190,155.6470
016790,2,2020,2020/06/30,CBU,13444.2170,168.4910,44.2120,150.1180
016790,3,2020,2020/09/30,CBU,13845.3250,280.7670,53.7130,157.1610
016790,4,2020,2020/12/31,CBU,13931.0940,288.6830,58.7320,154.7770
016790,1,2021,2021/03/31,CBU,14620.1810,257.7670,64.9580,156.1720
016790,2,2021,2021/06/30,CBU,14801.2870,194.8870,62.3600,154.8200
016790,3,2021,2021/09/30,CBU,15331.0980,316.7630,57.4280,159.9850
016790,4,2021,2021/12/31,CBU,15552.6570,324.7200,56.6020,162.6610
016790,1,2022,2022/03/31,CBU,15625.8830,300.5310,59.8320,163.3670
016821,1,2020,2020/03/31,FBP,13047.9770,185.0000,-0.7010,187.2170
016821,2,2020,2020/06/30,FBP,14096.4060,170.0000,27.3020,179.6630
016821,3,2020,2020/09/30,FBP,18659.7680,170.0000,24.2080,195.0480
016821,4,2020,2020/12/31,FBP,18793.0710,240.0000,65.5140,229.0820
016821,1,2021,2021/03/31,FBP,19413.7340,340.0000,89.1720,225.5980
016821,2,2021,2021/06/30,FBP,21369.9620,220.0000,110.6500,231.3430
016821,3,2021,2021/09/30,FBP,21256.1540,220.0000,112.7350,230.1180
016821,4,2021,2021/12/31,FBP,20785.2750,300.0000,115.2600,228.8130
016821,1,2022,2022/03/31,FBP,19929.0370,200.0000,125.6250,230.7120
016829,1,2020,2020/03/31,PCLB,244.6000,0.0000,1.0570,2.7790
016829,2,2020,2020/06/30,PCLB,273.0430,0.0000,0.9100,2.7390
